genre1,genre2,genre3,Country1,Country2,Country3,Releas_date,Main_Acter,Director1,Director2,Director3,type,title,release_year,rating,duration
Children & Family Movies,,,Canada,,,אוק-01,Morgan Neundorf,Anne Fontaine,,,Movie,A Witches' Ball,2017,5.5,91 min
Children & Family Movies,,,United States,,,ספט-25,Storm Reid,Sandeep Chatterjee,,,Movie,A Wrinkle in Time,2018,4.3,110 min
Docuseries,International TV Shows,Science & Nature TV,United States,,,נוב-01,Scott Kelly,Jennifer Phang,,,TV Show,A Year In Space,2015,7.4,1 Season
Dramas,Independent Movies,International Movies,Singapore,France,,מאי-01,Sivakumar Palakrishnan,Kyle Rideout,,,Movie,A Yellow Bird,2016,5.5,111 min
British TV Shows,TV Comedies,TV Dramas,United Kingdom,,,דצמ-15,Daniel Radcliffe,Jenny Gage,,,TV Show,A Young Doctor's Notebook and Other Stories,2013,8.1,2 Seasons
TV Dramas,,,United States,,,מרץ-09,Juan Pablo Di Pace,Nadia Hallgren,,,TV Show,A.D. Kingdom and Empire,2015,8,1 Season
Anime Series,International TV Shows,,Japan,,,אוק-01,Haruka Shiraishi,Bryce Wagoner,,,TV Show,A.I.C.O.,2018,6.6,1 Season
Horror Movies,,,Canada,,,מרץ-20,Debs Howard,Brittany Andrews,,,Movie,A.M.I.,2019,4,77 min
Action & Adventure,Children & Family Movies,Independent Movies,United States,,,אפר-04,Alex Neustaedter,Rodrigo Reyes,,,Movie,A.X.L.,2018,5.6,99 min
Dramas,International Movies,Romantic Movies,Turkey,,,מאי-15,Mehmet Gֳ¼nsֳ¼r,Nicolֳ¡s Lֳ³pez,,,Movie,Aֵk Tesadֳ¼fleri Sever,2011,7.6,122 min
Comedies,International Movies,,India,,,נוב-01,Jayasurya,Terry Loane,,,Movie,Aadu 2,2017,7.9,150 min
Comedies,International Movies,Music & Musicals,India,,,ינו-01,Shreyas Talpade,Peter Ho,,,Movie,Aagey Se Right,2009,5.4,117 min
Comedies,Dramas,International Movies,India,,,ספט-01,Sachin Khedekar,Rarecho,,,Movie,Aajcha Divas Majha,2013,7.6,126 min
Action & Adventure,International Movies,,India,,,נוב-15,Vinod Khanna,Mariano Baez,,,Movie,Aakhri Adaalat,1988,5.3,148 min
Dramas,Independent Movies,International Movies,India,,,נוב-01,Indrans,Ram Gopal Varma,,,Movie,Aalorukkam,2018,7,122 min
International Movies,Thrillers,,India,,,דצמ-31,Rajeev Khandelwal,Shivam Nair,,,Movie,Aamir,2008,7.7,95 min
Dramas,International Movies,,India,,,אוק-22,Amitabh Bachchan,Alison Klayman,,,Movie,Aarakshan,2011,6.5,164 min
Dramas,International Movies,,India,,,יונ-01,John Abraham,Biswajeet Bora,,,Movie,Aashayein,2010,7.4,115 min
Dramas,International Movies,Music & Musicals,India,,,ינו-01,Saif Ali Khan,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,,Movie,Aashik Awara,1993,5.7,154 min
Comedies,Dramas,International Movies,India,,,דצמ-31,Sanjay Narvekar,Neeraj Pandey,,,Movie,Aata Pita,2010,6.2,133 min
Horror Movies,International Movies,Thrillers,none,,,מאי-01,Ravi Babu,Sachin Kundalkar,,,Movie,Aaviri,2019,4.6,110 min
Comedies,Dramas,International Movies,India,,,נוב-01,Abir Chatterjee,Devashish Makhija,,,Movie,Abby Sen,2015,6.2,127 min
Dramas,International Movies,Music & Musicals,India,,,נוב-01,Prabhu Deva,Pali Yahya,,,Movie,ABCD 2,2015,5.9,146 min
Dramas,International Movies,,India,,,אפר-19,Prabhu Deva,Raֳ÷l Campos,Jan Suter,,Movie,ABCD: Any Body Can Dance,2013,6.9,136 min
Action & Adventure,Dramas,International Movies,Egypt,,,ינו-15,Mohamed Ramadan,Soumitra Ranade,,,Movie,Abdo Mota,2012,3.4,100 min
Documentaries,,,United States,,,ינו-15,bam,Castille Landon,,,Movie,Abducted in Plain Sight,2017,6.8,90 min
Dramas,International Movies,,Pakistan,,,מאי-01,Sajid Hasan,Gervasio Iglesias,Alexis Morante,,Movie,"Abdullah, The Final Witness",2016,7,88 min
Comedies,International Movies,Sci-Fi & Fantasy,India,,, August 4,Tamannaah Bhatia,Craig Johnson,,,Movie,Abhinetri,2016,6.4,131 min
International TV Shows,Korean TV Shows,Stand-Up Comedy & Talk Shows,South Korea,,,פבר-18,Hyun-moo Jun,Luis Ara,,,TV Show,Abnormal Summit,2017,7.3,2 Seasons
Children & Family Movies,Comedies,,United States,,,פבר-01,Isabella Acres,Cem Yִ±lmaz,,,Movie,Abominable Christmas,2012,6,44 min
Comedies,Dramas,International Movies,United Kingdom,United States,France,אפר-16,Nicholas Hoult,Jay Karas,,,Movie,About a Boy,2002,7.2,101 min
Comedies,Dramas,International Movies,United Kingdom,,, September 25,Domhnall Gleeson,Jay Karas,,,Movie,About Time,2013,8,123 min
Docuseries,,,United States,,,מאי-07,Christoph Niemann,Latif Faiziyev,Umesh Mehra,,TV Show,Abstract: The Art of Design,2019,8.5,2 Seasons
Crime TV Shows,International TV Shows,Korean TV Shows,South Korea,,,אוג-25,Park Bo-young,Martin Scorsese,,,TV Show,Abyss,2019,7.6,1 Season
Dramas,International Movies,,Argentina,,,יונ-03,Eugenia Suֳ¡rez,J. Michael Long,,,Movie,Abzurdah,2015,5.5,90 min
Comedies,Dramas,International Movies,Mexico,,,דצמ-01,Patricio Castillo,Jeremiah Jones,,,Movie,Acapulco La vida va,2016,5.6,89 min
International Movies,Thrillers,,Hong Kong,,,אוק-19,Louis Koo,Sean McNamara,,,Movie,Accident,2009,7,87 min
International TV Shows,Romantic TV Shows,TV Comedies,United States,,,דצמ-01,Junchen Guo,Jeffrey Walker,,,TV Show,Accidentally in Love,2018,8,1 Season
Dramas,,,United States,,,אפר-01,Ben Hyland,Susan Glatzer,,,Movie,Across Grace Alley,2013,6.7,24 min
Dramas,Sports Movies,,Canada,,,ינו-01,Sarah Jeffery,Eva Vives,,,Movie,Across The Line,2015,5.4,88 min
Dramas,Music & Musicals,Romantic Movies,United States,United Kingdom,,ספט-29,Evan Rachel Wood,Vֳ­ctor Garcֳ­a,,,Movie,Across the Universe,2007,7.6,133 min
Action & Adventure,International Movies,,Turkey,United States,,מאי-16,Haluk Bilginer,Charlie Vaughn,,,Movie,Act of Vengeance,2010,6.4,112 min
Children & Family Movies,Comedies,International Movies,India,,,ינו-25,Akshay Kumar,Hao Wu,,,Movie,Action Replayy,2010,5,129 min
Action & Adventure,International Movies,,Bulgaria,United States,,נוב-01,Antonio Banderas,Chris Blake,,,Movie,Acts of Vengeance,2017,5.8,87 min
Crime TV Shows,International TV Shows,TV Dramas,France,,,יונ-18,Yvan Attal,Dan Villegas,,,TV Show,Ad Vitam,2018,6.7,1 Season
Stand-Up Comedy,,,United States,,,ספט-30,Adam Devine,Jonathan Levine,,,Movie,Adam Devine: Best Time of Our Lives,2019,5.7,59 min
TV Comedies,,,United States,,,אוק-23,Adam Conover,Matthew Hope,,,TV Show,Adam Ruins Everything,2018,8,1 Season
Stand-Up Comedy,,,United States,,,אוק-01,Adam Sandler,Yibrֳ¡n Asuad,,,Movie,ADAM SANDLER 100% FRESH,2018,7.7,74 min
Dramas,,,United States,,,מרץ-01,Daniel J. Travanti,Pedro Coutinho,,,Movie,Adam: His Song Continues,1986,7.4,96 min
Stand-Up Comedy,,,United States,,,ינו-15,Adel Karam,Eva Trobisch,,,Movie,Adel Karam: Live from Beirut,2018,5.4,59 min
Comedies,International Movies,Thrillers,India,,,יול-18,bam,Vincent Kok,,,Movie,Adhugo,2018,6,105 min
Stand-Up Comedy,,,India,,,נוב-20,Aditi Mittal,Vincent Perez,,,Movie,Aditi Mittal: Things They Wouldn't Let Me Say,2017,4.2,63 min
Dramas,Independent Movies,International Movies,Australia,France,,דצמ-31,Naomi Watts,Lee Tamahori,,,Movie,Adore,2013,6.4,111 min
Horror Movies,Independent Movies,International Movies,India,,,יונ-23,Ravi Kumar,Richard Rich,,,Movie,Adrishya,2017,5.6,99 min
Dramas,Independent Movies,Sci-Fi & Fantasy,United States,,,אוג-15,Jacqueline Kim,Richard Rich,,,Movie,Advantageous,2015,6.5,92 min
Comedies,,,Canada,United States,,אוג-10,Daniel Doheny,Greg Kohs,,,Movie,Adventures in Public School,2018,6,86 min
Docuseries,Reality TV,,United States,,,אפר-28,bam,Adam Bhala Lough,,,TV Show,Afflicted,2018,6.4,1 Season
British TV Shows,Docuseries,International TV Shows,United Kingdom,,,אוק-09,David Attenborough,Nahnatchka Khan,,,TV Show,Africa,2013,8.5,1 Season
Dramas,Romantic Movies,,United States,,,מרץ-08,Josephine Langford,Rod Blackhurst,Brian McGinn,,Movie,After,2019,6,106 min
British TV Shows,International TV Shows,TV Comedies,United Kingdom,,,מאי-24,Ricky Gervais,Esteban Crespo,,,TV Show,After Life,2019,8.6,1 Season
Documentaries,,,United States,,,מאי-27,bam,Atul Malhotra,,,Movie,After Maria,2019,3.6,38 min
Documentaries,,,United States,,,דצמ-30,bam,Manmohan Desai,,,Movie,After Porn Ends,2012,5.7,93 min
Documentaries,,,United States,,,דצמ-19,bam,Khaled Youssef,,,Movie,After Porn Ends 3,2018,5.4,87 min
Documentaries,International Movies,,United States,Mexico,,מרץ-07,bam,Ryan Koo,,,Movie,After the Raid,2019,4.1,25 min
Action & Adventure,Horror Movies,,United States,Chile,,יול-01,Eli Roth,Edward Cotterill,,,Movie,Aftershock,2012,5,89 min
Crime TV Shows,International TV Shows,TV Dramas,Singapore,,,ינו-31,Christopher Lee,Charlie Siskel,,,TV Show,Against the Tide,2014,7.5,1 Season
Dramas,,,United Kingdom,,,יול-12,Ruth Bradley,Sam Mendes,,,Movie,Agatha and the Truth of Murder,2018,6.4,92 min
British TV Shows,Reality TV,Romantic TV Shows,United Kingdom,,, August 14,Fay Ripley,Brendon Marotta,,,TV Show,Age Gap Love,2017,5.8,1 Season
International TV Shows,Romantic TV Shows,TV Dramas,none,,,ספט-01,Debbie Goh,Barak Goodman,,,TV Show,Age of Glory,2010,6.9,2 Seasons
Crime TV Shows,International TV Shows,TV Dramas,Taiwan,,,נוב-10,Peter Ho,Sharon Grimberg,,,TV Show,Age of Rebellion,2018,8.6,1 Season
Docuseries,International TV Shows,Science & Nature TV,Germany,France,Russia,דצמ-20,bam,Mark Zwonitzer,,,TV Show,Age of Tanks,2017,7.2,1 Season
International TV Shows,TV Dramas,,Mauritius,South Africa,,אפר-15,Khumbulani Kay Sibiya,Steven Bognar,Julia Reichert,,TV Show,Agent,2019,8.3,1 Season
Crime TV Shows,International TV Shows,TV Action & Adventure,India,,, June 14,Sharad Kelkar,Wilson Coneybeare,,,TV Show,Agent Raghav,2015,6.9,1 Season
Anime Series,International TV Shows,,Japan,,,דצמ-20,Kaolip,Sarik Andreasyan,,,TV Show,Aggretsuko,2019,8.2,2 Seasons
Movies,,,Japan,,,פבר-16,Kaolip,Tony Kaye,,,Movie,Aggretsuko: We Wish You a Metal Christmas,2018,7.5,22 min
Stand-Up Comedy,,,Argentina,,,אוק-01,Agustֳ­n Aristarֳ¡n,Andrea Arnold,,,Movie,Agustֳ­n Aristarֳ¡n: Soy Rada,2018,6.7,60 min
Horror Movies,International Movies,,India,,,דצמ-31,Adesh Bhardwaj,Nick Davis,,,Movie,Agyaat,2009,3.7,97 min
Dramas,International Movies,Romantic Movies,India,,,מרץ-01,Abhay Deol,Mary Harron,,,Movie,Ahista Ahista,2006,7.3,122 min
Documentaries,,,United States,,, March 28,Ai Weiwei,Kenny Leon,,,Movie,Ai Weiwei: Never Sorry,2012,7.6,91 min
International TV Shows,Reality TV,Romantic TV Shows,Japan,,,יול-12,Becky,Jerry G. Angelo,,,TV Show,Ainori Love Wagon: Asian Journey,2018,7.3,2 Seasons
British TV Shows,Docuseries,International TV Shows,United Kingdom,,,אוק-15,Ainsley Harriott,Ozan Aֳ§ִ±ktan,,,TV Show,Ainsley Eats the Streets,2014,6.9,1 Season
Dramas,Independent Movies,International Movies,India,,,מרץ-01,Palash Sen,Lekh Tandon,,,Movie,Aisa Yeh Jahaan,2015,6.9,127 min
International Movies,Music & Musicals,Romantic Movies,India,,,מאי-15,Akshay Kumar,Asif Kapadia,,,Movie,Aitraaz,2004,7.4,153 min
Action & Adventure,Dramas,International Movies,India,,,מאי-10,Sidharth Malhotra,Amy Schumer,,,Movie,Aiyaary,2018,5.5,158 min
Comedies,International Movies,Music & Musicals,India,,,ינו-10,Rani Mukerji,Amy Schumer,,,Movie,Aiyyaa,2012,4.9,151 min
TV Comedies,TV Dramas,,United States,,,אוק-13,RuPaul Charles,Karan Bali,,,TV Show,AJ and the Queen,2020,7.9,1 Season
International TV Shows,TV Dramas,,none,,, December 27,bam,Don Bluth,,,TV Show,Ajaibnya Cinta,2015,0,1 Season
Anime Series,International TV Shows,,Japan,,,מאי-01,Mamoru Miyano,Phil Nibbelink,Simon Wells,,TV Show,AJIN: Demi-Human,2016,6.6,2 Seasons
Dramas,International Movies,,India,,,נוב-03,Sushama Deshpande,Larry Latham,,,Movie,Ajji,2017,7.1,105 min
International TV Shows,TV Dramas,,none,,,ספט-15,Puteri Balqis,Larry Latham,,,TV Show,Akulah Balqis,2015,0,1 Season
Crime TV Shows,International TV Shows,TV Dramas,Lebanon,,,אוג-04,Taim Hasan,Wael Ehsan,,,TV Show,Al Hayba,2017,7.9,1 Season
Stand-Up Comedy,,,Mexico,,,אוג-05,Alan Saldaֳ±a,Perry Lang,,,Movie,Alan Saldaֳ±a: Mi vida de pobre,2017,6.1,54 min
Comedies,International Movies,,none,,,דצמ-31,bam,Ismail Farouk,Hazem Fouda,,Movie,Alarmoty in the Land of Fire,2017,4.4,94 min
Dramas,Independent Movies,International Movies,India,,,יול-01,Nandita Das,Matheus Souza,,,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,2019,6.9,85 min
Children & Family Movies,,,United States,Bulgaria,,ינו-10,Daniel Sharman,Avinash Das,,,Movie,Albion: The Enchanted Stallion,2016,5.7,106 min
Stand-Up Comedy,,,Colombia,,,אוג-18,Alejandro Riaֳ±o,Carlos Marques-Marcet,,,Movie,Alejandro Riaֳ±o: Especial de stand up,2018,4.9,60 min
Documentaries,International Movies,Music & Musicals,Spain,,,יונ-08,Alejandro Sanz,ֳsold Uggadֳ³ttir,,,Movie,Alejandro Sanz: What I Was Is What I Am,2018,0,102 min
Comedies,Dramas,Independent Movies,United States,,, December 30,Daniel Doheny,Rajkumar Santoshi,,,Movie,Alex Strangelove,2018,6.5,100 min
Kids' TV,TV Comedies,,United States,,,מרץ-20,Paris Berelc,Sriram Raghavan,,,TV Show,Alexa & Katie,2018,7.9,2 Seasons
Documentaries,International Movies,Sports Movies,none,,,אפר-04,Alexis Viera,Tim Blake Nelson,,,Movie,Alexis Viera: A Story of Surviving,2019,0,69 min
Action & Adventure,Comedies,International Movies,Turkey,,,מאי-06,Cem Yִ±lmaz,Lijo Jose Pellissery,,,Movie,Ali Baba ve 7 Cֳ¼celer,2015,6.4,115 min
Stand-Up Comedy,,,United States,,,מאי-13,Ali Wong,Damien Oג€™Connor,,,Movie,Ali Wong: Baby Cobra,2016,7.6,60 min
Stand-Up Comedy,,,United States,,,נוב-03,Ali Wong,Peter Segal,,,Movie,Ali Wong: Hard Knock Wife,2018,7.4,64 min
Crime TV Shows,International TV Shows,TV Dramas,Canada,,,ספט-01,Sarah Gadon,Pan Nalin,,,TV Show,Alias Grace,2017,7.9,1 Season
Documentaries,International Movies,,none,,,ינו-15,bam,Paul Thomas Anderson,,,Movie,"Alias JJ, la celebridad del mal",2017,0,54 min
Action & Adventure,International Movies,Sci-Fi & Fantasy,Soviet Union,India,,יול-01,Dharmendra,Han Yan,,,Movie,Alibaba Aur 40 Chor,1980,6.6,147 min
Classic Movies,Comedies,Dramas,United States,,,ינו-09,Ellen Burstyn,Laura Alvea,Josֳ© Ortuֳ±o,,Movie,Alice Doesn't Live Here Anymore,1974,7.4,112 min
Documentaries,,,United States,,,אפר-05,J. Michael Long,N. Linguswamy,,,Movie,Alien Contact: Outer Space,2017,3.9,63 min
Action & Adventure,Sci-Fi & Fantasy,,United States,,,מרץ-06,Clayton Snyder,Jay Karas,,,Movie,Alien Warfare,2019,2.7,88 min
Children & Family Movies,Comedies,Sci-Fi & Fantasy,United States,,,יונ-08,William Shatner,Sohail Tatari,,,Movie,Aliens Ate My Homework,2018,7.7,90 min
Comedies,Independent Movies,International Movies,Australia,,,אוג-10,Osamah Sami,Paul Serafini,,,Movie,Ali's Wedding,2018,7.1,110 min
Documentaries,,,Sweden,United States,,ספט-01,bam,Andrew Niccol,,,Movie,Alive and Kicking,2016,6.8,89 min
International TV Shows,TV Dramas,TV Horror,Taiwan,,,מרץ-18,Christina Mok,Juan Zapata,,,TV Show,All About Love,2017,4,1 Season
Comedies,Dramas,Independent Movies,United States,,,אוג-10,Mary Elizabeth Winstead,Sherif Ismail,,,Movie,All About Nina,2018,6.1,101 min
TV Comedies,,,United States,,,מרץ-28,Joseph Simmons,Anirban Majumder,,,TV Show,All About the Washingtons,2018,5.7,1 Season
TV Dramas,Teen TV Shows,,United States,,,יול-30,Daniel Ezra,Marcus Raboy,,,TV Show,All American,2019,8.2,1 Season
International Movies,Thrillers,,none,,, December 1,Claire Forlani,Adam Dubin,,,Movie,All Good Ones Get Away,2019,0,83 min
Kids' TV,TV Comedies,,United States,,,מאי-12,Danny Jacobs,Raj Kaushal,,,TV Show,All Hail King Julien,2017,7.6,5 Seasons
Kids' TV,TV Action & Adventure,TV Comedies,United States,,,אוג-01,Danny Jacobs,Ken Barbet,,,TV Show,All Hail King Julien: Exiled,2017,7.8,1 Season
Children & Family Movies,Independent Movies,,United States,,,מאי-03,Lexi Giovagnoli,Peyton Reed,,,Movie,All Hallows' Eve,2016,5.2,92 min
Documentaries,LGBTQ Movies,,United States,,,פבר-02,bam,Manish Jha,,,Movie,All In My Family,2019,7,40 min
Horror Movies,Thrillers,,United States,,,ינו-11,Ashley Pereira,David Salzberg,Christian Tureaud,,Movie,All Light Will End,2018,4.5,84 min
Comedies,Dramas,International Movies,Philippines,,,יול-03,Jennylyn Mercado,J.F. Musial,Josh Vietze,,Movie,All of You,2017,4.9,104 min
Horror Movies,,,United States,,,מאי-15,Anson Mount,Gonzalo Lֳ³pez-Gallego,,,Movie,All the Boys Love Mandy Lane,2006,5.7,91 min
Action & Adventure,,,United Kingdom,,,ינו-03,Milo Gibson,Gareth Evans,,,Movie,All the Devil's Men,2018,5.2,100 min
Comedies,International Movies,Romantic Movies,Mexico,,,אפר-19,Hֳ¡nssel Casillas,Christian Desmares,Franck Ekinci,,Movie,All the Freckles in the World,2020,5,90 min
Comedies,Dramas,International Movies,Brazil,,,יונ-06,Johnny Massaro,Kleber Mendonֳ§a Filho,,,Movie,All The Reasons To Forget,2017,6.5,90 min
Dramas,International Movies,,Germany,,,נוב-09,Aenne Schwarz,Jean-Patrick Benes,,,Movie,Alles ist gut,2019,6.5,90 min
Comedies,International Movies,Romantic Movies,Hong Kong,,,פבר-15,Louis Koo,Christopher Chambers,,,Movie,"All's Well, End's Well (2009)",2009,5.1,99 min
Dramas,,,United Kingdom,France,Germany,אוק-01,Emma Thompson,Raֳ÷l Campos,Jan Suter,,Movie,Alone in Berlin,2016,6.6,103 min
Thrillers,,,United States,Germany,Canada,אוק-01,Morgan Freeman,Marie Madinier,,,Movie,Along Came a Spider,2001,6.4,103 min
Children & Family Movies,,,United States,,,ינו-01,Ben Diskin,Khaled El Halafawy,,,Movie,Alpha and Omega 2: A Howl-iday Adventure,2013,5.7,45 min
Children & Family Movies,,,United States,India,,ינו-01,Debi Derryberry,Eric Abrams,,,Movie,Alpha and Omega: The Legend of the Saw Tooth Cave,2014,5.8,45 min
Documentaries,,,United States,,,פבר-02,bam,Nia Dinata,,,Movie,AlphaGo,2017,8,90 min
Crime TV Shows,TV Action & Adventure,TV Dramas,United States,,,ינו-28,Joel Kinnaman,Arnab Chaudhuri,,,TV Show,Altered Carbon,2018,8.2,1 Season
Documentaries,,,none,,,פבר-01,Daryle Lamont Jenkins,Tony Elliott,,,Movie,Alt-Right: Age of Rage,2018,5.4,106 min
International TV Shows,Spanish-Language TV Shows,TV Dramas,Colombia,,,מאי-31,Angely Gaviria,James Bamford,,,TV Show,Always a Witch,2019,6.9,1 Season
Comedies,Romantic Movies,,United States,,,ספט-30,Ali Wong,Brian Volk-Weiss,,,Movie,Always Be My Maybe,2019,7,102 min
Documentaries,,,Denmark,United States,,יול-15,bam,Jason Winer,,,Movie,Amanda Knox,2016,6.9,92 min
Dramas,International Movies,Romantic Movies,Spain,,,יונ-20,Marֳ­a Pedraza,Sarah Smith,,,Movie,Amar,2017,5.4,104 min
Comedies,Dramas,International Movies,United Kingdom,,,דצמ-31,Rez Kempton,Anubhav Sinha,,,Movie,Amar Akbar & Tony,2015,5.7,92 min
Action & Adventure,Classic Movies,Comedies,India,,,אפר-26,Vinod Khanna,Edwin,,,Movie,Amar Akbar Anthony,1977,7.6,172 min
Dramas,International Movies,,Egypt,,,אפר-06,Ghadah Abdulrazeq,John Erick Dowdle,,,Movie,Amar's Hands,2011,6.4,125 min
Dramas,Independent Movies,Sports Movies,United States,,,יול-20,Michael Rainey Jr.,James L. Brooks,,,Movie,Amateur,2018,6.2,96 min
British TV Shows,International TV Shows,Reality TV,United Kingdom,,,יונ-01,bam,Samit Kakkad,,,TV Show,Amazing Interiors,2018,6.8,1 Season
Documentaries,,,United Kingdom,,,יונ-23,Rachael Stirling,Rana Ranbir,,,Movie,Amelia: A Tale of Two Sisters,2017,7.3,44 min
Documentaries,,,United States,,,ינו-01,William Powell,Santosh Sivan,,,Movie,American Anarchist,2016,5.6,81 min
Dramas,,,United States,,,דצמ-16,Kevin Spacey,Alex Lehmann,,,Movie,American Beauty,1999,8.2,122 min
Documentaries,,,United States,,, May 30,bam,John Murlowski,,,Movie,American Circumcision,2017,7.6,101 min
Crime TV Shows,TV Dramas,,United States,,,מרץ-06,Felicity Huffman,Ricardo Maldonado,,,TV Show,American Crime,2017,7.9,3 Seasons
Crime TV Shows,TV Dramas,,United States,,,אפר-19,Cuba Gooding Jr.,Sung-soo Kim,,,TV Show,American Crime Story: The People v. O.J. Simpson,2016,8.3,1 Season
Documentaries,,,United States,,,מאי-02,Dave Hunt,Mike Nicoll,,,Movie,American Experience: Ruby Ridge,2017,7.5,53 min
Docuseries,,,United States,,,מאי-01,bam,Jason Stone,,,TV Show,American Experience: The Circus,2018,8,1 Season
Documentaries,,,United States,,,אוג-21,Blair Brown,Mati Diop,,,Movie,American Experience: The Island Murder,2018,6.8,53 min
Documentaries,,,United States,,,ספט-05,bam,Mez Tharatorn,,,Movie,American Factory,2019,7.4,110 min
Documentaries,,,none,,,יול-30,President Barack Obama,David Morris,Jacqui Morris,,Movie,American Factory: A Conversation with the Obamas,2019,5.2,10 min
Thrillers,,,Canada,,,אוק-23,Donald Sutherland,Fabrizio Copano,Augusto Matte,,Movie,American Hangman,2019,6,99 min
Action & Adventure,Dramas,,Canada,Luxembourg,,נוב-01,Hayden Christensen,Bonni Cohen,Jon Shenk,,Movie,American Heist,2014,6.1,95 min
