Janner1,Janner2,Janner3,Country1,Country2,Country3,Main_Acter,Director1,Director2,Director3,type,release_year,rating,duration[Seasons/Min],,,,,
20,,,10,,,1397,2051,,,1,71,2,91,,,,,
2,28,10,1,19,,1398,3146,,,1,69,2,132,,,,,
20,,,4,,,1397,567,,,1,68,2,88,,,,,
1,22,,6,,,1399,2122,,,0,70,2,1,,,,,
20,,,4,,,1400,1633,,,1,70,2,58,,,,,
20,,,19,,,1400,1633,,,1,69,2,57,,,,,
2,10,18,6,,,1401,1484,,,1,67,2,126,,,,,
6,29,,4,,,1402,1762,,,1,69,2,101,,,,,
2,10,,51,,,1403,1762,3552,,1,65,2,108,,,,,
26,23,,4,,,1404,1762,3552,,0,68,3,2,,,,,
2,10,35,25,,,1405,2788,,,1,69,2,111,,,,,
10,18,,6,,,1065,1762,,,1,63,3,135,,,,,
3,10,18,6,5,,1406,3060,,,1,71,1,98,,,,,
3,10,18,6,5,,1406,271,,,1,71,1,98,,,,,
3,10,18,6,5,,1406,2323,,,1,71,1,98,,,,,
4,7,,4,,,208,1793,,,1,70,1,102,,,,,
1,23,22,32,,,1407,2915,,,0,61,1,1,,,,,
1,19,23,6,,,1408,2608,,,0,66,1,1,,,,,
2,,,4,16,,522,2790,,,1,54,3,167,,,,,
4,21,3,37,,,432,2114,,,1,68,2,96,,,,,
2,28,10,6,,,1409,823,,,1,70,1,109,,,,,
13,7,,10,,,1410,1177,,,1,59,1,78,,,,,
13,7,,4,22,,1410,2940,3543,,1,60,1,79,,,,,
13,7,,22,4,,1410,2921,,,1,61,1,78,,,,,
29,20,,4,,,1411,832,,,1,68,3,62,,,,,
16,1,,37,,,1412,1467,,,0,65,3,1,,,,,
13,2,17,25,,,1413,2216,,,1,61,2,96,,,,,
13,2,17,25,,,1413,2330,,,1,63,3,95,,,,,
4,2,10,32,,,1414,698,,,1,70,2,126,,,,,
3,18,,37,4,,1415,3011,,,1,68,1,107,,,,,
2,10,,6,,,1416,3092,,,1,68,1,118,,,,,
2,,,6,,,1417,2429,,,1,70,2,130,,,,,
10,29,,10,,,1418,2429,,,1,71,1,154,,,,,
6,,,4,,,1419,2904,,,1,69,1,90,,,,,
6,17,,4,,,12,981,,,1,69,1,107,,,,,
6,17,,4,,,12,51,,,1,70,2,95,,,,,
2,10,,6,,,1420,2332,,,1,70,3,96,,,,,
9,15,1,21,,,1421,1498,,,0,67,2,1,,,,,
9,15,1,21,,,1421,2028,,,0,68,3,1,,,,,
5,1,30,45,,,1422,365,,,0,68,2,1,,,,,
13,7,,4,30,,1423,681,,,1,55,1,87,,,,,
3,18,,4,,,1424,360,,,1,69,2,103,,,,,
12,23,,16,12,19,1425,2321,,,0,63,2,1,,,,,
7,29,,4,,,1426,959,,,1,62,2,109,,,,,
6,,,4,,,1427,1631,,,1,69,3,101,,,,,
13,7,,21,4,,1428,2680,,,1,66,2,103,,,,,
5,23,22,4,,,1429,1674,,,0,69,3,1,,,,,
4,7,,4,,,1104,1808,,,1,60,2,110,,,,,
10,18,,14,,,1430,2891,,,1,68,1,104,,,,,
7,35,,4,,,1431,2353,3298,,1,57,1,85,,,,,
13,7,,4,,,1432,799,,,1,61,1,88,,,,,
7,10,18,6,,,417,1341,,,1,65,1,129,,,,,
4,2,10,6,,,1433,69,1962,,1,42,3,163,,,,,
3,,,8,4,,1434,2425,,,1,69,1,100,,,,,
6,,,4,,,1435,374,,,1,69,2,78,,,,,
4,21,10,37,,,1436,2749,,,1,65,1,58,,,,,
13,7,,12,,,1437,1023,,,1,68,1,47,,,,,
4,11,,4,30,,558,2826,,,1,59,1,110,,,,,
3,10,18,6,,,1438,3202,,,1,72,2,145,,,,,
4,21,10,37,,,1436,2770,,,1,66,3,58,,,,,
27,,,4,,,1439,2440,,,0,64,3,1,,,,,
4,21,10,37,,,1436,989,3408,,1,65,1,56,,,,,
6,,,4,,,12,172,,,1,71,1,22,,,,,
1,22,25,6,,,663,1575,,,0,70,2,1,,,,,
4,2,10,6,,,1440,1575,,,1,49,2,161,,,,,
2,10,,25,,,1441,1936,,,1,57,3,141,,,,,
24,7,29,4,,,1442,2301,,,1,11,2,115,,,,,
30,23,22,4,,,1443,1503,,,0,58,3,7,,,,,
23,22,,4,,,1443,2221,,,0,68,3,1,,,,,
20,,,10,,,1444,2156,,,1,65,1,68,,,,,
20,,,21,,,1444,1393,3343,,1,60,1,58,,,,,
2,28,,21,27,12,66,1098,,,1,64,2,90,,,,,
9,5,1,21,,,1445,1126,,,0,71,3,1,,,,,
2,10,,52,33,,1446,2134,3020,,1,70,2,106,,,,,
1,22,,8,,,1447,2134,3020,,0,70,3,1,,,,,
7,10,,34,,,511,3020,,,1,65,2,103,,,,,
23,,,4,,,1448,3020,,,0,69,2,1,,,,,
7,28,,4,,,552,3020,,,1,69,1,71,,,,,
23,22,,4,,,1449,2134,3020,,0,71,3,5,,,,,
1,23,22,6,,,1450,3085,,,0,70,3,1,,,,,
15,27,,4,,,12,2711,,,0,71,3,2,,,,,
16,1,,37,,,1451,2242,,,0,64,3,1,,,,,
4,21,10,37,,,1451,730,,,1,67,3,121,,,,,
7,3,10,19,52,,1452,3189,,,1,71,1,77,,,,,
23,22,,4,,,1453,283,,,0,67,2,6,,,,,
1,22,25,30,,,1454,2502,,,0,71,3,3,,,,,
16,12,,37,,,1455,2877,,,0,68,3,2,,,,,
16,12,,37,,,276,246,,,0,69,3,2,,,,,
23,22,,4,,,1456,3026,,,0,71,3,3,,,,,
9,1,27,21,,,12,2593,,,0,71,1,1,,,,,
6,17,,4,,,12,2867,,,1,64,3,77,,,,,
1,22,,10,,,1457,2547,,,0,62,1,1,,,,,
13,7,,21,12,4,1458,2939,,,1,70,1,86,,,,,
12,,,4,,,1459,2508,,,0,72,3,1,,,,,
12,34,,24,,,1460,2991,,,0,71,3,2,,,,,
13,29,,24,,,1460,2189,,,1,71,1,60,,,,,
13,2,,4,,,1461,3236,,,1,70,2,111,,,,,
16,1,,37,,,1462,1699,,,0,67,2,1,,,,,
6,,,4,,,1463,2697,,,1,68,3,103,,,,,
4,10,,31,23,,1464,3098,,,1,69,3,129,,,,,
22,,,4,,,1240,816,,,0,69,3,1,,,,,
2,,,4,,,1465,745,,,1,70,1,106,,,,,
2,28,10,21,,,1466,2686,,,1,69,3,105,,,,,
14,,,37,,,240,539,,,0,69,2,1,,,,,
4,11,,4,37,,1317,1739,3484,,1,50,2,139,,,,,
4,21,10,37,,,240,709,3548,,1,70,1,101,,,,,
4,21,10,37,,,240,1818,,,1,70,1,91,,,,,
13,2,10,30,,,1467,1067,,,1,70,1,88,,,,,
24,7,10,6,,,1468,2587,,,1,31,3,137,,,,,
10,11,,37,,,12,153,,,1,65,3,22,,,,,
4,,,21,4,,1012,2956,,,1,47,2,130,,,,,
12,,,4,,,1469,1856,,,0,69,2,2,,,,,
18,,,30,,,1470,2851,,,1,68,2,110,,,,,
4,7,10,6,,,1471,3101,,,1,66,1,112,,,,,
7,10,,6,,,422,611,,,1,58,3,148,,,,,
5,1,22,16,26,,1472,1828,,,0,68,3,2,,,,,
28,,,4,,,1473,901,,,1,70,1,100,,,,,
1,22,,5,,,1474,1825,3338,,0,67,2,1,,,,,
7,10,,15,,,1475,345,,,1,69,1,101,,,,,
13,7,,4,,,1476,2084,,,1,49,1,96,,,,,
5,23,22,4,,,766,949,,,0,70,3,1,,,,,
7,28,,4,,,1477,2948,,,1,68,2,90,,,,,
2,,,4,,,59,1842,,,1,66,2,103,,,,,
2,10,,15,,,363,2672,,,1,64,2,99,,,,,
7,35,,4,12,,1228,2432,,,1,59,1,99,,,,,
1,30,23,37,,,1478,171,3507,,0,69,3,2,,,,,
2,,,4,19,21,1479,1612,,,1,57,3,93,,,,,
4,18,,4,21,27,1480,1961,,,1,66,1,90,,,,,
13,2,,4,,,1481,993,,,1,71,1,90,,,,,
22,33,,4,12,,1482,2035,,,0,70,3,4,,,,,
1,,30,22,,,1483,861,,,0,64,2,1,,,,,
1,22,25,10,,,1484,1442,,,0,68,2,2,,,,,
2,28,,4,,,1485,1991,,,1,69,2,95,,,,,
7,17,,4,12,,1486,2078,,,1,63,2,92,,,,,
7,10,17,12,,,1486,684,3349,,1,68,1,102,,,,,
12,,,12,,,1487,900,,,0,50,2,5,,,,,
13,7,,4,21,,1488,1761,,,1,70,1,90,,,,,
7,2,10,4,21,16,1489,237,,,1,53,2,137,,,,,
22,,,4,,,1490,913,,,0,64,3,6,,,,,
5,26,22,4,,,1491,377,,,0,71,3,5,,,,,
3,18,,4,19,12,1492,3119,,,1,55,1,98,,,,,
2,28,10,6,,,1493,491,,,1,67,3,109,,,,,
2,10,,34,,,1494,3241,,,1,70,1,150,,,,,
23,22,,4,,,1495,3213,,,0,71,3,5,,,,,
16,1,,37,,,1496,593,,,0,69,2,1,,,,,
9,1,27,21,,,1497,1406,,,0,69,3,2,,,,,
1,30,34,14,,,1498,2747,,,0,65,3,3,,,,,
7,10,29,6,,,465,2537,,,1,65,1,93,,,,,
13,7,,4,,,1499,265,3539,,1,71,1,96,,,,,
10,18,,6,,,1500,241,3540,,1,64,2,133,,,,,
7,28,,4,,,1501,2031,,,1,69,2,57,,,,,
6,,,10,,,12,2557,,,1,71,2,98,,,,,
24,7,29,4,,,660,2031,,,1,30,3,110,,,,,
9,1,27,21,,,1502,1088,,,0,68,2,2,,,,,
23,,,4,,,1503,1313,,,0,70,2,2,,,,,
15,,,21,,,12,1913,,,0,69,3,1,,,,,
9,15,1,21,,,12,2305,3533,8,0,71,3,1,,,,,
1,30,23,32,,,1504,738,3322,,0,71,2,1,,,,,
12,26,23,4,21,12,1505,1670,,,0,71,3,1,,,,,
5,1,34,43,,,1506,1460,,,0,71,3,1,,,,,
3,18,,4,,,81,1821,,,1,67,2,95,,,,,
7,28,10,9,,,1507,1445,,,1,68,1,102,,,,,
12,22,,4,,,1508,1717,,,0,71,3,3,,,,,
22,,,4,,,1509,2259,,,0,70,3,3,,,,,
20,,,21,,,1510,1346,,,1,70,2,66,,,,,
20,,,24,,,1511,3141,,,1,71,1,65,,,,,
30,22,,4,,,1512,1040,,,0,70,3,15,,,,,
4,,,12,,,1513,1295,,,1,67,1,114,,,,,
20,,,16,,,1514,1332,,,1,69,1,96,,,,,
6,,,4,,,12,318,,,1,68,2,97,,,,,
12,23,,19,,,1515,2620,,,0,69,3,1,,,,,
6,,,4,,,12,2472,,,1,68,1,82,,,,,
13,6,,4,,,1516,2341,,,1,68,3,78,,,,,
6,10,,10,,,1517,1440,3436,,1,71,1,67,,,,,
2,10,,6,,,590,1568,,,1,67,1,127,,,,,
2,10,18,14,19,,48,1472,,,1,70,2,126,,,,,
6,10,17,12,,,12,1655,,,1,67,3,90,,,,,
4,2,10,6,,,1518,1730,,,1,71,2,143,,,,,
16,5,,37,,,1519,188,,,0,60,3,2,,,,,
2,10,18,6,,,1520,576,,,1,69,2,106,,,,,
16,1,,37,,,1282,2417,,,0,59,3,1,,,,,
2,10,,6,,,1065,3161,,,1,59,3,155,,,,,
12,23,,10,,,1521,2174,,,0,70,1,3,,,,,
6,10,,21,,,1522,2908,,,1,67,3,57,,,,,
2,10,,6,,,1523,1316,,,1,62,3,121,,,,,
22,,,4,21,,214,1042,,,0,69,2,1,,,,,
7,10,,49,,,485,1594,,,1,67,3,91,,,,,
7,10,,5,,,1276,964,,,1,65,2,100,,,,,
7,10,,5,,,1276,891,,,1,65,2,101,,,,,
12,22,,30,,,1524,2553,,,0,61,3,3,,,,,
12,,,26,30,,1525,1179,,,0,67,2,2,,,,,
1,23,,10,,,1526,881,,,0,68,1,2,,,,,
2,10,29,6,,,1527,3022,,,1,65,3,137,,,,,
7,2,10,6,,,1528,2590,,,1,62,2,138,,,,,
2,10,35,25,3,,67,1211,,,1,64,3,125,,,,,
5,1,34,14,,,1529,1977,,,0,71,2,1,,,,,
7,10,35,5,,,1530,2525,,,1,66,1,95,,,,,
2,10,35,6,,,813,2413,,,1,66,3,154,,,,,
16,1,,37,,,1531,2413,,,0,67,3,2,,,,,
13,7,29,4,21,12,1532,2413,,,1,59,2,116,,,,,
4,7,10,35,,,1533,2413,,,1,70,1,116,,,,,
4,2,10,35,,,1534,3239,,,1,68,1,97,,,,,
2,10,35,6,,,1535,1902,,,1,69,1,129,,,,,
7,2,28,6,,,1536,2192,,,1,70,3,111,,,,,
4,21,11,4,37,,1537,3174,,,1,61,2,117,,,,,
4,11,,4,,,1538,2505,,,1,67,1,65,,,,,
22,,,4,,,1539,2840,,,0,69,3,4,,,,,
2,10,29,6,,,559,1106,,,1,52,1,158,,,,,
4,2,,4,,,1540,2905,,,1,39,2,110,,,,,
2,28,10,6,,,1541,1575,,,1,70,3,108,,,,,
7,10,,15,,,1542,1280,,,1,69,1,79,,,,,
7,2,10,46,,,1543,972,3409,,1,68,2,95,,,,,
1,22,33,31,,,134,2918,,,0,72,3,1,,,,,
7,,,4,,,1544,2018,,,1,69,1,81,,,,,
6,,,4,,,1545,2866,,,1,65,2,86,,,,,
20,,,30,,,1546,626,,,1,70,3,70,,,,,
20,,,4,,,1547,1252,,,1,68,2,68,,,,,
20,,,33,,,1548,1244,,,1,70,1,86,,,,,
10,29,,21,,,1549,1348,3481,,1,69,3,138,,,,,
7,3,10,54,,,1550,258,,,1,70,2,110,,,,,
5,22,,4,,,1551,2961,,,0,70,3,3,,,,,
1,30,23,32,,,158,785,,,0,65,1,1,,,,,
1,,22,10,,,1552,2293,,,0,64,1,1,,,,,
7,35,,4,,,1553,1533,,,1,70,1,78,,,,,
2,28,10,16,68,19,1554,1510,,,1,70,3,127,,,,,
7,10,29,6,,,1555,1203,,,1,66,2,129,,,,,
3,28,,4,,,1556,157,,,1,69,1,91,,,,,
5,15,,10,,,12,3048,,,0,71,2,1,,,,,
4,7,2,6,,,386,2718,,,1,66,1,179,,,,,
7,10,35,2,,,1557,2936,,,1,66,2,79,,,,,
9,5,1,21,,,1558,629,,,0,68,3,2,,,,,
5,26,23,4,,,1559,1795,,,0,69,3,1,,,,,
23,22,,4,,,1560,1795,,,0,67,3,1,,,,,
2,28,10,6,,,1561,1795,,,1,67,2,93,,,,,
2,,,4,,,828,1030,,,1,38,2,94,,,,,
2,28,,21,,,1562,1576,3553,,1,67,1,79,,,,,
23,,,46,,,1563,1299,,,0,70,3,4,,,,,
20,,,4,,,1564,2643,,,1,70,1,67,,,,,
2,10,,6,,,1565,243,,,1,61,3,99,,,,,
20,,,4,,,1566,2290,,,1,70,1,62,,,,,
6,17,,10,,,1567,675,,,1,57,2,55,,,,,
7,31,,4,,,1568,3003,,,1,60,2,101,,,,,
7,31,,4,12,26,1568,2647,,,1,56,2,88,,,,,
6,,,4,,,1569,3015,,,1,67,3,95,,,,,
9,5,15,21,,,1570,2290,,,0,66,2,1,,,,,
13,7,,4,12,,1571,2877,,,1,62,1,87,,,,,
12,23,,54,,,12,236,,,0,69,1,1,,,,,
6,17,,4,,,1572,2903,,,1,67,3,83,,,,,
6,,,4,,,1573,120,,,1,68,2,90,,,,,
23,22,,4,,,1574,2858,,,0,66,3,4,,,,,
2,10,,6,,,1575,625,,,1,62,2,100,,,,,
12,23,,4,,,1576,3210,,,0,71,2,3,,,,,
20,,,10,,,1577,287,,,1,69,3,73,,,,,
4,7,2,6,,,345,2841,,,1,51,2,151,,,,,
5,1,23,38,,,1578,205,,,0,67,3,1,,,,,
6,10,,2,,,12,1606,,,1,70,3,109,,,,,
12,,,4,,,1579,964,,,0,70,3,2,,,,,
23,,,4,,,1580,1472,,,0,69,2,2,,,,,
1,30,22,25,,,1581,823,,,0,67,1,1,,,,,
7,2,10,6,,,1440,1305,,,1,59,1,109,,,,,
27,25,,4,56,,12,1804,,,0,71,1,2,,,,,
12,,,10,,,1582,1804,,,0,69,1,1,,,,,
6,3,,4,,,12,234,,,1,69,2,89,,,,,
3,28,,4,,,1583,2436,1275,,1,70,1,99,,,,,
5,1,22,10,,,858,1561,,,0,68,1,1,,,,,
6,10,,30,,,1584,3251,,,1,69,2,86,,,,,
32,25,,12,4,,1585,2701,,,0,67,3,5,,,,,
3,18,,4,,,883,2484,,,1,68,1,85,,,,,
7,2,10,5,,,1586,2441,3561,,1,67,1,98,,,,,
2,10,35,6,19,,334,2428,3487,,1,55,3,111,,,,,
7,10,,19,52,,1587,1736,,,1,68,2,95,,,,,
6,,,4,35,,1588,1148,,,1,67,2,89,,,,,
7,3,,4,12,,1589,2407,,,1,67,2,97,,,,,
3,28,,4,,,1590,3016,,,1,70,1,90,,,,,
2,28,,30,,,1591,3251,22,4,1,50,2,104,,,,,
4,10,,25,,,1592,2683,,,1,68,1,119,,,,,
2,28,10,19,52,,775,1895,,,1,63,2,92,,,,,
6,,,4,,,1593,1312,,,1,69,2,107,,,,,
7,35,,4,,,1594,2418,,,1,53,2,124,,,,,
22,,,12,,,1595,857,,,0,69,3,11,,,,,
18,,,4,,,1596,791,,,1,69,1,87,,,,,
1,,22,22,,,1597,315,,,0,63,1,1,,,,,
1,27,,12,,,1598,537,1378,,0,70,3,2,,,,,
13,,,4,31,,1599,1387,,,1,68,1,94,,,,,
12,34,,24,,,1600,640,,,0,69,3,1,,,,,
4,10,,23,31,4,1601,2210,,,1,67,1,118,,,,,
25,,33,4,12,,1602,408,,,0,67,2,1,,,,,
4,7,28,4,,,1603,2096,,,1,67,1,86,,,,,
5,26,,12,21,,268,2730,,,0,68,3,5,,,,,
2,28,,4,,,1145,2815,,,1,68,3,102,,,,,
4,31,11,4,,,1604,63,,,1,56,1,122,,,,,
12,,,10,,,1605,1202,,,0,71,3,1,,,,,
1,,30,22,,,1606,1801,,,0,69,3,2,,,,,
6,,,4,,,835,2334,,,1,71,1,65,,,,,
25,,,4,,,1607,419,,,0,67,3,3,,,,,
2,10,,34,,,1608,208,,,1,67,3,118,,,,,
2,35,11,4,,,1609,215,,,1,65,3,126,,,,,
2,,,4,,,1610,1032,,,1,70,1,87,,,,,
4,7,2,6,,,181,1769,,,1,28,3,156,,,,,
3,,,4,,,1611,2421,,,1,68,1,97,,,,,
1,30,22,31,,,1612,947,,,0,70,3,1,,,,,
4,10,,23,31,,1613,563,,,1,49,3,89,,,,,
16,5,1,10,,,1614,745,,,0,71,2,2,,,,,
4,7,10,14,,,1615,2848,,,1,68,1,97,,,,,
6,,,4,,,12,2236,,,1,69,2,40,,,,,
2,10,,6,,,811,2684,,,1,64,3,143,,,,,
1,22,,27,,,1616,1861,,,0,70,3,2,,,,,
3,18,,4,,,1617,2436,1275,,1,70,1,89,,,,,
13,7,,4,22,37,1618,2240,,,1,69,3,81,,,,,
16,1,30,37,,,1619,2735,,,0,70,3,1,,,,,
1,22,,37,,,1620,2067,,,0,68,3,1,,,,,
4,,,4,,,1621,2458,,,1,69,2,88,,,,,
2,28,18,4,,,1622,1615,,,1,71,1,87,,,,,
1,,27,22,,,191,569,,,0,67,1,1,,,,,
5,1,22,15,,,1623,407,,,0,70,2,1,,,,,
3,10,18,6,,,1624,2821,,,1,62,1,96,,,,,
10,18,,31,,,1625,2982,,,1,68,1,104,,,,,
7,10,35,6,,,1626,751,,,1,71,1,120,,,,,
2,17,,4,,,1627,1469,,,1,71,1,91,,,,,
15,27,,4,,,12,3057,,,0,40,1,1,,,,,
5,1,34,14,,,1628,1471,,,0,71,2,2,,,,,
2,10,,22,,,1629,379,,,1,70,2,137,,,,,
15,1,,8,,,1630,2447,,,0,69,1,1,,,,,
6,10,29,30,,,12,2057,,,1,67,1,80,,,,,
4,2,10,6,,,927,2782,,,1,66,3,127,,,,,
27,,,12,,,1598,2310,,,0,68,3,3,,,,,
22,,,4,,,1631,1229,,,0,40,2,5,,,,,
10,29,,37,,,1632,2154,,,1,70,3,141,,,,,
12,,,21,12,4,1633,2445,,,0,70,3,1,,,,,
4,7,10,6,,,422,2184,,,1,65,1,140,,,,,
9,5,1,21,,,1634,2378,,,0,68,3,3,,,,,
15,1,,12,,,1635,229,,,0,71,3,3,,,,,
6,,,21,,,1636,744,,,1,67,2,95,,,,,
3,10,18,6,4,,1637,652,,,1,62,1,97,,,,,
5,1,34,24,,,1638,1719,,,0,67,3,1,,,,,
19,23,,4,,,729,1826,,,0,71,1,1,,,,,
2,10,,6,,,1639,534,,,1,69,1,118,,,,,
9,15,,30,,,12,198,,,0,68,1,1,,,,,
4,7,35,4,,,1640,2344,,,1,64,1,100,,,,,
7,35,,4,,,441,1380,,,1,57,2,118,,,,,
6,10,,60,,,12,1505,,,1,29,3,150,,,,,
9,15,1,21,,,1641,1272,,,0,69,3,1,,,,,
6,17,,21,,,12,2163,,,1,68,2,44,,,,,
6,10,,19,,,12,1895,,,1,69,2,54,,,,,
1,23,22,27,,,1642,2424,,,0,67,3,1,,,,,
2,10,35,29,,,1643,2935,,,1,67,3,170,,,,,
9,23,,21,,,1644,2216,,,0,68,3,2,,,,,
12,,,4,,,1645,936,,,0,68,2,1,,,,,
7,2,10,5,,,251,593,,,1,58,3,118,,,,,
4,2,,4,,,1646,774,,,1,70,1,126,,,,,
2,10,,30,,,1647,737,,,1,67,3,128,,,,,
13,2,35,10,,,1648,1320,,,1,71,2,86,,,,,
13,2,,4,,,1649,795,,,1,71,1,94,,,,,
1,22,,26,,,1650,907,,,0,71,2,1,,,,,
7,3,,4,,,1651,2107,,,1,68,1,106,,,,,
13,7,35,4,,,1652,2107,,,1,70,1,92,,,,,
7,2,,14,,,1653,1757,3341,,1,69,2,108,,,,,
13,7,10,10,,,1654,1167,,,1,71,1,89,,,,,
7,10,17,14,,,1655,2257,,,1,69,1,95,,,,,
6,,,4,,,12,2552,,,1,68,2,103,,,,,
7,,10,8,,,1656,629,,,1,60,1,92,,,,,
7,,10,8,,,1657,2798,,,1,62,1,102,,,,,
2,10,,6,,,1658,3095,,,1,69,3,126,,,,,
1,30,23,11,,,1659,3233,,,0,71,3,1,,,,,
2,18,,4,,,1660,2876,,,1,71,1,87,,,,,
12,23,,4,,,1064,2280,,,0,70,2,4,,,,,
6,29,,10,,,1661,2917,3285,,1,71,3,138,,,,,
2,28,10,10,,,1662,106,,,1,71,3,73,,,,,
2,35,,4,,,1663,713,,,1,63,1,111,,,,,
2,,,4,,,1664,3030,,,1,70,1,100,,,,,
7,2,10,6,,,1665,2389,,,1,59,1,119,,,,,
1,23,22,23,,,1666,1146,3528,,0,70,3,1,,,,,
13,7,,4,,,1667,459,3510,,1,63,1,86,,,,,
13,7,,4,6,54,798,1645,,,1,63,1,95,,,,,
13,7,2,6,,,65,2129,,,1,70,2,95,,,,,
2,,,4,,,1668,2690,,,1,70,1,79,,,,,
6,10,17,4,18,,1669,2002,,,1,69,1,81,,,,,
1,30,22,8,,,1670,2653,,,0,67,3,3,,,,,
2,3,11,4,12,,169,1371,,,1,65,2,120,,,,,
9,12,23,21,,,1671,2436,1275,,0,71,1,2,,,,,
9,15,1,21,,,1672,2164,,,0,68,1,1,,,,,
3,10,,6,,,1673,1952,,,1,65,1,85,,,,,
6,10,,46,21,16,12,2102,,,1,68,2,96,,,,,
6,10,,10,,,12,1237,,,1,69,3,91,,,,,
5,1,22,38,,,1674,2316,3462,,0,68,3,2,,,,,
2,,,4,,,299,280,,,1,69,2,134,,,,,
7,,,4,,,1675,2721,,,1,68,1,93,,,,,
30,23,,4,,,1676,450,,,0,70,3,1,,,,,
2,10,,10,,,1677,461,,,1,71,1,120,,,,,
6,,,4,,,12,2807,,,1,67,1,83,,,,,
15,,,4,,,12,1276,3317,,0,69,2,1,,,,,
7,28,,21,,,1678,390,,,1,68,1,82,,,,,
7,17,,4,,,976,390,,,1,59,2,88,,,,,
5,1,22,52,,,1679,1559,,,0,69,3,1,,,,,
24,2,10,61,,,1680,1425,,,1,27,2,96,,,,,
12,23,,10,,,1681,1018,,,0,69,2,1,,,,,
13,7,,4,,,210,1161,,,1,70,2,97,,,,,
7,28,10,6,,,1355,2652,,,1,71,1,105,,,,,
22,,,4,,,286,781,3368,,0,70,3,6,,,,,
3,,,4,,,1682,618,,,1,69,1,86,,,,,
6,,,4,12,,1683,2273,,,1,68,2,88,,,,,
7,28,10,62,74,26,1684,2473,,,1,68,3,84,,,,,
7,,,4,,,1685,1754,,,1,71,1,89,,,,,
4,11,,4,,,1686,1260,,,1,70,1,113,,,,,
6,29,,4,21,,1687,3046,,,1,69,2,110,,,,,
13,7,,4,,,1018,356,,,1,52,2,105,,,,,
7,,,2,4,,1688,943,,,1,69,1,116,,,,,
7,,,4,,,1689,1399,3304,,1,49,1,94,,,,,
6,10,,12,21,33,12,238,,,1,67,3,110,,,,,
5,22,,4,,,1690,1549,,,0,70,3,5,,,,,
7,10,35,48,,,1691,2813,3363,,1,70,2,104,,,,,
9,1,27,10,,,12,151,,,0,70,1,1,,,,,
2,35,,4,,,1692,1031,,,1,47,2,116,,,,,
5,1,23,26,,,1693,2709,,,0,71,3,1,,,,,
6,,,21,,,1694,436,,,1,69,2,47,,,,,
6,,,4,,,12,2512,,,1,68,2,51,,,,,
24,2,28,21,37,4,620,2737,135,,1,44,3,143,,,,,
2,10,,6,,,1695,2274,,,1,64,1,103,,,,,
23,,,4,,,1400,717,,,0,71,2,1,,,,,
4,11,,4,,,1696,1719,,,1,61,2,83,,,,,
24,2,10,6,,,720,41,,,1,46,3,193,,,,,
2,10,29,6,,,1697,2772,2080,,1,51,2,176,,,,,
10,29,35,6,,,205,2772,,,1,58,1,149,,,,,
1,30,22,29,,,1698,1715,,,0,63,3,1,,,,,
3,28,10,21,,,1699,1648,,,1,66,1,79,,,,,
4,,,12,,,1700,768,,,1,62,1,97,,,,,
16,1,,37,,,1701,1105,,,0,65,3,3,,,,,
9,15,,21,,,1702,256,,,0,67,3,1,,,,,
4,28,,4,14,26,891,2750,,,1,67,1,91,,,,,
12,,,4,16,,1703,942,3344,,0,63,3,2,,,,,
7,28,,4,,,1704,1976,,,1,68,2,85,,,,,
7,28,,4,,,1704,282,,,1,70,1,85,,,,,
7,10,29,6,,,175,1038,,,1,64,1,150,,,,,
3,18,,4,,,1705,3008,,,1,68,2,82,,,,,
2,28,29,4,,,1706,2264,,,1,57,3,117,,,,,
1,,30,22,,,1707,1895,,,0,70,3,1,,,,,
1,,27,10,,,1708,2473,,,0,70,3,2,,,,,
15,1,,10,,,1709,922,,,0,69,1,1,,,,,
27,,,4,,,1710,1620,,,0,71,3,1,,,,,
3,10,18,24,,,1711,1290,,,1,68,1,84,,,,,
2,28,10,6,37,,1712,1784,,,1,62,2,106,,,,,
9,5,15,21,,,12,1642,,,0,70,3,1,,,,,
6,17,,21,,,1713,1357,,,1,68,2,107,,,,,
6,,,4,,,1714,384,,,1,69,2,98,,,,,
13,7,2,6,,,1715,1539,,,1,62,3,87,,,,,
6,,,4,,,1716,2577,975,,1,70,2,54,,,,,
1,34,23,2,,,1717,747,,,0,68,1,1,,,,,
2,,,4,,,1480,322,,,1,67,1,102,,,,,
10,11,18,30,,,1718,739,,,1,71,2,114,,,,,
7,10,35,19,,,1719,2270,,,1,70,2,99,,,,,
7,2,10,31,,,1720,292,3521,,1,68,2,139,,,,,
6,10,,31,22,4,12,1089,,,1,67,2,88,,,,,
3,10,18,12,4,,1721,2864,,,1,68,1,89,,,,,
4,,,21,,,1722,605,,,1,70,1,93,,,,,
4,2,,4,,,660,2133,,,1,68,1,91,,,,,
6,29,,45,4,,12,2986,,,1,68,3,91,,,,,
2,28,18,4,,,1723,345,,,1,69,2,97,,,,,
7,,,4,,,1724,3192,,,1,63,1,89,,,,,
13,6,,10,,,12,1701,,,1,69,3,106,,,,,
7,10,35,8,,,1725,2488,,,1,66,2,116,,,,,
7,10,29,6,,,1066,2256,,,1,62,1,128,,,,,
1,23,22,10,,,1726,2091,,,0,71,1,1,,,,,
1,30,22,10,,,1727,1951,,,0,71,3,1,,,,,
