@relation netflix_Alg

@attribute Janner1 numeric
@attribute Janner2 numeric
@attribute Janner3 numeric
@attribute Country1 numeric
@attribute Country2 numeric
@attribute Main_Acter numeric
@attribute Director1 numeric
@attribute Director2 numeric
@attribute release_year numeric
@attribute rating numeric
@attribute duration[Seasons/Min] numeric

@data
7,10,35,6,?,1626,751,?,71,1,120
2,17,?,4,?,1627,1469,?,71,1,91
15,27,?,4,?,12,3057,?,40,1,1
5,1,34,14,?,1628,1471,?,71,2,2
2,10,?,22,?,1629,379,?,70,2,137
15,1,?,8,?,1630,2447,?,69,1,1
6,10,29,30,?,12,2057,?,67,1,80
4,2,10,6,?,927,2782,?,66,3,127
27,?,?,12,?,1598,2310,?,68,3,3
22,?,?,4,?,1631,1229,?,40,2,5
10,29,?,37,?,1632,2154,?,70,3,141
12,?,?,21,12,1633,2445,?,70,3,1
4,7,10,6,?,422,2184,?,65,1,140
9,5,1,21,?,1634,2378,?,68,3,3
15,1,?,12,?,1635,229,?,71,3,3
6,?,?,21,?,1636,744,?,67,2,95
3,10,18,6,4,1637,652,?,62,1,97
5,1,34,24,?,1638,1719,?,67,3,1
19,23,?,4,?,729,1826,?,71,1,1
2,10,?,6,?,1639,534,?,69,1,118
9,15,?,30,?,12,198,?,68,1,1
4,7,35,4,?,1640,2344,?,64,1,100
7,35,?,4,?,441,1380,?,57,2,118
6,10,?,60,?,12,1505,?,29,3,150
9,15,1,21,?,1641,1272,?,69,3,1
6,17,?,21,?,12,2163,?,68,2,44
6,10,?,19,?,12,1895,?,69,2,54
1,23,22,27,?,1642,2424,?,67,3,1
2,10,35,29,?,1643,2935,?,67,3,170
9,23,?,21,?,1644,2216,?,68,3,2
12,?,?,4,?,1645,936,?,68,2,1
7,2,10,5,?,251,593,?,58,3,118
4,2,?,4,?,1646,774,?,70,1,126
2,10,?,30,?,1647,737,?,67,3,128
13,2,35,10,?,1648,1320,?,71,2,86
13,2,?,4,?,1649,795,?,71,1,94
1,22,?,26,?,1650,907,?,71,2,1
7,3,?,4,?,1651,2107,?,68,1,106
13,7,35,4,?,1652,2107,?,70,1,92
7,2,?,14,?,1653,1757,3341,69,2,108
13,7,10,10,?,1654,1167,?,71,1,89
7,10,17,14,?,1655,2257,?,69,1,95
6,?,?,4,?,12,2552,?,68,2,103
7,?,10,8,?,1656,629,?,60,1,92
7,?,10,8,?,1657,2798,?,62,1,102
2,10,?,6,?,1658,3095,?,69,3,126
1,30,23,11,?,1659,3233,?,71,3,1
2,18,?,4,?,1660,2876,?,71,1,87
12,23,?,4,?,1064,2280,?,70,2,4
6,29,?,10,?,1661,2917,3285,71,3,138
2,28,10,10,?,1662,106,?,71,3,73
2,35,?,4,?,1663,713,?,63,1,111
2,?,?,4,?,1664,3030,?,70,1,100
7,2,10,6,?,1665,2389,?,59,1,119
1,23,22,23,?,1666,1146,3528,70,3,1
13,7,?,4,?,1667,459,3510,63,1,86
13,7,?,4,6,798,1645,?,63,1,95
13,7,2,6,?,65,2129,?,70,2,95
2,?,?,4,?,1668,2690,?,70,1,79
6,10,17,4,18,1669,2002,?,69,1,81
1,30,22,8,?,1670,2653,?,67,3,3
2,3,11,4,12,169,1371,?,65,2,120
9,12,23,21,?,1671,2436,1275,71,1,2
9,15,1,21,?,1672,2164,?,68,1,1
3,10,?,6,?,1673,1952,?,65,1,85
6,10,?,46,21,12,2102,?,68,2,96
6,10,?,10,?,12,1237,?,69,3,91
5,1,22,38,?,1674,2316,3462,68,3,2
2,?,?,4,?,299,280,?,69,2,134
7,?,?,4,?,1675,2721,?,68,1,93
30,23,?,4,?,1676,450,?,70,3,1
2,10,?,10,?,1677,461,?,71,1,120
6,?,?,4,?,12,2807,?,67,1,83
15,?,?,4,?,12,1276,3317,69,2,1
7,28,?,21,?,1678,390,?,68,1,82
7,17,?,4,?,976,390,?,59,2,88
5,1,22,52,?,1679,1559,?,69,3,1
24,2,10,61,?,1680,1425,?,27,2,96
12,23,?,10,?,1681,1018,?,69,2,1
13,7,?,4,?,210,1161,?,70,2,97
7,28,10,6,?,1355,2652,?,71,1,105
22,?,?,4,?,286,781,3368,70,3,6
3,?,?,4,?,1682,618,?,69,1,86
6,?,?,4,12,1683,2273,?,68,2,88
7,28,10,62,74,1684,2473,?,68,3,84
7,?,?,4,?,1685,1754,?,71,1,89
4,11,?,4,?,1686,1260,?,70,1,113
6,29,?,4,21,1687,3046,?,69,2,110
13,7,?,4,?,1018,356,?,52,2,105
7,?,?,2,4,1688,943,?,69,1,116
7,?,?,4,?,1689,1399,3304,49,1,94
6,10,?,12,21,12,238,?,67,3,110
5,22,?,4,?,1690,1549,?,70,3,5
7,10,35,48,?,1691,2813,3363,70,2,104
9,1,27,10,?,12,151,?,70,1,1
2,35,?,4,?,1692,1031,?,47,2,116
5,1,23,26,?,1693,2709,?,71,3,1
6,?,?,21,?,1694,436,?,69,2,47
6,?,?,4,?,12,2512,?,68,2,51
24,2,28,21,37,620,2737,135,44,3,143
2,10,?,6,?,1695,2274,?,64,1,103
23,?,?,4,?,1400,717,?,71,2,1
4,11,?,4,?,1696,1719,?,61,2,83
24,2,10,6,?,720,41,?,46,3,193
2,10,29,6,?,1697,2772,2080,51,2,176
10,29,35,6,?,205,2772,?,58,1,149
1,30,22,29,?,1698,1715,?,63,3,1
3,28,10,21,?,1699,1648,?,66,1,79
4,?,?,12,?,1700,768,?,62,1,97
16,1,?,37,?,1701,1105,?,65,3,3
9,15,?,21,?,1702,256,?,67,3,1
4,28,?,4,14,891,2750,?,67,1,91
12,?,?,4,16,1703,942,3344,63,3,2
7,28,?,4,?,1704,1976,?,68,2,85
7,28,?,4,?,1704,282,?,70,1,85
7,10,29,6,?,175,1038,?,64,1,150
3,18,?,4,?,1705,3008,?,68,2,82
2,28,29,4,?,1706,2264,?,57,3,117
1,?,30,22,?,1707,1895,?,70,3,1
1,?,27,10,?,1708,2473,?,70,3,2
15,1,?,10,?,1709,922,?,69,1,1
27,?,?,4,?,1710,1620,?,71,3,1
3,10,18,24,?,1711,1290,?,68,1,84
2,28,10,6,37,1712,1784,?,62,2,106
9,5,15,21,?,12,1642,?,70,3,1
6,17,?,21,?,1713,1357,?,68,2,107
6,?,?,4,?,1714,384,?,69,2,98
13,7,2,6,?,1715,1539,?,62,3,87
6,?,?,4,?,1716,2577,975,70,2,54
1,34,23,2,?,1717,747,?,68,1,1
2,?,?,4,?,1480,322,?,67,1,102
10,11,18,30,?,1718,739,?,71,2,114
7,10,35,19,?,1719,2270,?,70,2,99
7,2,10,31,?,1720,292,3521,68,2,139
6,10,?,31,22,12,1089,?,67,2,88
3,10,18,12,4,1721,2864,?,68,1,89
4,?,?,21,?,1722,605,?,70,1,93
4,2,?,4,?,660,2133,?,68,1,91
6,29,?,45,4,12,2986,?,68,3,91
2,28,18,4,?,1723,345,?,69,2,97
7,?,?,4,?,1724,3192,?,63,1,89
13,6,?,10,?,12,1701,?,69,3,106
7,10,35,8,?,1725,2488,?,66,2,116
7,10,29,6,?,1066,2256,?,62,1,128
1,23,22,10,?,1726,2091,?,71,1,1
1,30,22,10,?,1727,1951,?,71,3,1
2,28,10,19,?,1728,486,?,71,3,81
23,?,?,4,?,1729,3210,?,71,3,1
2,28,?,21,19,1730,2584,?,68,3,100
7,35,?,4,?,1731,122,?,70,1,94
10,11,18,21,?,1732,1172,?,69,1,91
6,17,?,4,?,1733,2899,?,69,3,121
1,26,33,31,?,1734,3191,?,68,3,1
6,10,17,12,46,1735,2885,3272,68,3,108
4,10,11,31,23,45,3191,3547,66,2,104
16,1,?,37,?,1736,854,?,69,2,1
7,10,35,6,?,1737,3123,3266,62,1,124
27,23,?,4,?,1738,3191,?,66,1,1
1,30,22,14,?,1739,2085,2899,70,3,1
15,12,?,10,?,1740,3191,?,70,1,1
13,?,?,4,19,633,687,3191,60,1,87
2,28,10,6,?,1741,5,3341,69,3,128
20,?,?,4,?,1742,854,3272,68,1,78
20,?,?,4,?,1742,854,2899,70,2,72
20,?,?,10,?,1742,1059,?,67,2,72
20,?,?,4,?,1742,1758,?,71,2,78
20,?,?,4,?,1742,2573,?,65,2,75
7,2,28,4,?,1743,3054,?,67,2,96
6,29,?,4,?,1744,2439,?,68,1,80
4,10,11,22,?,1745,2994,2996,70,1,140
20,?,?,4,?,1746,3184,?,67,2,67
2,?,35,4,?,1747,908,?,65,1,119
23,?,?,4,?,1748,3184,?,71,3,2
27,?,?,4,?,1749,2995,1195,71,2,1
13,7,11,4,26,991,2602,3379,61,1,108
2,28,10,6,?,1750,2996,?,70,2,97
2,10,35,19,?,1751,853,?,26,1,103
1,?,22,22,?,1752,388,?,64,2,1
1,22,25,5,?,1753,306,?,70,1,1
4,10,?,3,?,1754,1273,?,64,3,95
2,?,?,4,?,1755,560,?,66,2,86
5,1,23,4,?,1756,2049,?,69,3,2
1,30,23,32,?,1757,364,?,64,1,1
28,10,18,21,4,1758,1305,?,70,1,101
2,?,?,4,?,1759,831,?,42,1,94
7,2,10,14,?,1760,225,?,70,2,98
5,1,22,8,?,1761,2922,?,70,3,1
1,30,22,10,?,1762,1355,?,68,2,1
2,10,?,10,?,1763,2353,3564,70,1,99
4,2,?,4,?,1764,273,?,69,2,103
1,22,?,10,?,1765,3006,?,71,3,1
5,22,?,4,?,1766,507,?,71,3,1
3,10,18,21,4,1767,3064,?,69,1,89
2,10,18,19,52,1768,828,?,68,1,99
2,11,18,4,?,1769,2215,?,71,1,116
3,18,?,12,?,128,1742,?,71,1,102
21,13,10,37,?,1770,298,?,68,3,129
1,30,23,32,?,1771,670,?,63,2,1
4,11,18,4,21,522,3164,?,62,3,148
2,10,35,5,?,1772,275,?,66,2,103
4,11,?,63,4,408,151,?,71,1,89
2,10,35,6,?,1773,2143,?,69,1,119
18,?,?,21,4,1774,1847,?,69,1,106
6,?,?,4,78,12,793,?,67,1,90
13,7,?,4,?,1775,2137,?,70,1,118
2,28,10,6,?,1776,745,?,66,3,95
9,15,?,21,?,1777,3099,?,67,3,1
4,13,11,4,?,1778,1869,?,60,1,123
4,13,24,4,?,1778,2729,?,41,3,127
4,13,24,4,?,1778,239,?,33,3,116
4,13,24,4,?,1778,2210,?,36,3,119
2,18,?,4,?,538,2954,?,68,1,99
6,?,?,4,?,1779,2168,?,65,3,90
6,10,?,21,?,12,184,3294,68,1,90
4,?,?,26,4,425,3113,?,61,3,153
5,1,34,2,?,1161,2461,?,70,3,2
16,5,1,37,?,1780,1707,?,70,2,1
1,?,30,22,?,1781,1366,?,65,1,1
3,10,35,8,?,1782,2725,?,71,2,122
4,10,?,31,23,1783,669,?,57,2,109
2,10,35,6,?,1784,853,?,65,2,125
4,13,11,26,21,1785,1767,3307,60,2,106
1,23,?,6,?,1786,2149,?,69,2,1
5,1,22,5,?,1787,512,?,69,3,1
4,2,10,6,?,205,2849,3442,57,3,141
23,22,?,4,?,1788,52,?,71,2,2
15,?,?,4,?,1789,2687,?,71,3,1
4,?,?,4,?,1790,2258,?,71,1,106
5,15,1,4,56,12,3171,?,70,1,1
9,15,1,21,?,12,1223,?,69,1,1
5,15,?,4,?,12,729,?,67,1,1
15,1,?,38,?,12,554,?,69,3,1
9,5,15,10,?,1791,2165,?,70,3,1
9,5,15,21,?,1792,2437,?,70,2,3
3,18,?,4,12,128,696,?,62,2,103
5,12,23,12,4,1793,1175,?,69,1,4
27,?,?,21,?,12,2151,3530,70,1,1
1,27,?,30,?,1794,158,?,71,3,2
7,2,10,2,?,1688,645,?,65,3,122
5,22,?,12,?,1795,1222,?,59,2,2
9,1,27,21,?,12,1222,1315,71,1,1
7,?,?,4,?,1796,1222,?,68,1,87
2,10,18,6,?,1797,1315,1222,67,3,116
1,30,22,5,?,1798,1222,?,68,2,3
6,?,?,4,?,1799,806,3473,60,1,45
26,?,?,4,?,1800,2062,?,70,3,3
2,10,11,12,?,1801,3173,?,67,1,102
6,?,?,21,26,1802,776,?,68,2,107
16,1,?,37,?,1052,1565,?,53,3,2
4,21,10,37,?,1052,2838,3200,55,3,99
4,21,10,37,?,1052,1432,?,56,3,88
4,21,10,37,?,1052,2190,?,53,3,100
4,21,10,37,?,1052,759,?,54,3,99
13,7,11,22,4,1803,681,?,71,3,72
2,17,?,4,?,274,400,?,61,3,134
2,28,10,24,19,1804,358,?,69,1,87
6,?,?,12,?,12,309,?,70,3,91
2,28,10,18,26,1805,2828,?,69,2,88
2,11,?,4,?,1806,523,?,71,1,96
4,2,10,23,31,45,2109,?,60,3,107
4,10,?,23,31,45,651,?,62,3,108
4,2,10,31,23,45,2651,?,67,2,105
2,28,10,6,?,176,707,?,58,3,127
7,2,10,6,?,1807,2466,?,62,1,137
1,?,26,22,?,1808,2810,?,61,1,1
6,17,?,4,?,1809,3006,?,70,2,77
6,10,?,30,?,12,1281,?,71,2,108
1,30,22,32,?,1810,1690,3347,70,1,1
13,11,?,4,?,1811,801,?,66,1,71
4,7,10,47,26,12,2065,?,71,1,93
2,35,?,4,?,1812,404,3361,70,2,96
2,10,35,6,?,1813,2412,?,67,1,130
15,1,?,21,?,12,3149,?,66,2,1
7,10,35,9,?,1318,1153,?,69,2,98
2,10,29,6,?,1814,2220,?,65,1,140
3,28,?,4,?,1815,1693,?,69,1,92
6,?,?,4,21,12,1111,?,71,2,127
7,10,35,34,?,149,1149,?,65,2,127
13,7,?,4,?,1816,1113,?,47,1,101
23,?,?,4,?,1817,1960,?,71,3,1
7,10,29,10,?,1818,1960,?,64,3,101
7,10,35,14,?,35,1113,?,67,1,91
7,10,29,15,?,1819,1960,?,69,1,84
2,10,18,6,?,237,1170,?,69,3,105
6,17,?,4,?,1820,3080,?,66,2,88
2,10,35,9,?,1821,2991,?,67,2,141
23,22,25,4,?,106,222,?,71,3,5
4,10,?,6,?,1822,2436,1275,38,1,162
7,10,29,6,?,1066,2160,?,60,3,147
2,10,35,6,?,1697,199,?,58,2,163
7,10,35,6,?,386,2641,?,69,1,142
13,29,?,19,52,1823,1875,?,65,2,93
6,17,?,12,?,12,2844,?,70,1,86
5,1,22,4,46,1824,1041,?,68,3,1
20,?,?,21,?,443,1085,?,69,2,68
20,?,?,21,?,443,1490,?,71,1,65
9,15,1,21,?,443,1842,?,71,3,3
2,18,?,4,?,1825,2615,3293,49,3,154
6,?,?,21,?,284,561,?,69,2,44
7,2,10,53,?,1826,2291,?,67,2,92
18,?,?,4,?,1827,1050,?,71,3,90
7,2,10,45,?,1828,2171,?,68,1,91
2,10,?,54,?,1829,1249,?,67,3,76
4,7,10,6,?,484,1131,?,69,2,155
2,10,?,6,?,1830,2282,?,61,2,132
27,?,?,10,?,12,1524,?,71,3,1
4,10,?,59,?,1831,3077,?,69,1,92
8,?,?,10,?,1832,800,?,66,1,22
2,28,10,6,?,1624,848,?,65,2,132
2,28,10,6,?,1833,1670,?,64,3,94
9,1,19,21,?,1834,1747,?,70,3,1
5,1,22,6,?,1835,1698,?,72,3,1
7,2,10,29,?,1836,1657,3396,68,3,132
20,?,?,21,?,666,336,?,68,1,94
30,23,22,4,?,783,1630,?,71,3,5
20,?,?,49,?,1837,1046,?,70,1,77
2,28,10,6,?,1838,2188,?,70,2,107
1,19,?,37,?,1839,2763,?,60,3,1
4,2,?,38,4,1840,1266,?,71,2,103
7,2,10,6,?,1841,3230,?,66,2,142
7,10,29,6,?,1842,1569,?,65,2,128
7,31,?,4,?,1843,1114,?,53,2,105
2,10,35,7,?,1844,2726,?,25,2,97
7,2,10,14,20,1845,275,?,70,1,90
20,?,?,4,?,1846,2196,?,66,2,84
20,?,?,4,?,1846,359,?,58,3,69
20,?,?,4,?,1846,2455,?,71,2,58
20,?,?,4,?,1846,1372,?,63,3,97
20,?,?,4,?,1846,2632,?,64,2,80
20,?,?,4,?,1846,2739,?,69,2,71
20,?,?,4,?,1846,3111,?,67,2,71
20,?,?,4,?,1846,493,?,60,3,85
20,?,?,4,?,1847,1786,?,68,1,75
20,?,?,4,?,1544,3027,?,71,1,59
20,?,?,4,?,1848,2524,3027,67,2,78
20,?,?,4,?,1848,1152,3502,69,1,69
6,20,?,4,?,1849,1668,3374,71,1,67
27,?,?,4,?,1850,2363,3380,71,3,5
6,?,?,2,4,1851,995,?,68,2,103
6,?,?,4,?,1852,182,?,67,2,109
32,26,22,4,?,1853,182,?,60,3,2
20,?,?,4,?,519,2634,?,69,2,62
6,?,?,4,?,519,1949,?,54,2,81
20,?,?,4,?,519,1066,?,50,3,69
2,29,?,4,?,1854,2717,?,66,2,134
13,7,?,4,?,1855,2993,?,68,1,80
6,?,?,46,4,1856,845,?,70,2,53
6,?,?,4,?,1857,1949,?,68,2,84
2,28,?,4,?,1858,2354,?,71,3,86
6,?,?,21,?,12,1078,?,69,2,44
7,10,29,6,?,1859,2338,3432,55,3,131
1,22,?,6,?,1860,2247,?,61,2,1
6,?,?,12,4,1018,2247,?,69,3,94
20,?,?,4,?,1159,1787,?,57,3,72
20,?,?,4,?,1159,711,?,69,2,74
20,?,?,4,?,1159,2375,?,61,3,71
20,?,?,4,?,1159,3061,?,64,3,77
20,?,?,4,?,1159,2219,3500,66,3,70
20,?,?,4,?,1861,1014,?,66,3,77
20,?,?,4,?,1861,1760,?,68,3,87
20,?,?,4,?,1861,2367,?,70,2,71
20,?,?,4,?,1862,2678,?,69,1,62
6,29,?,4,?,1863,836,?,25,3,102
20,?,?,21,?,1864,694,3557,68,2,62
20,?,?,10,?,1864,902,?,71,2,58
13,7,11,4,?,276,1724,?,53,1,83
1,23,22,37,?,1865,1724,?,70,2,1
2,10,35,6,?,1866,1890,?,69,3,135
12,?,?,10,?,12,1964,?,69,2,1
1,22,?,42,82,1867,1063,?,71,1,1
13,7,?,4,12,1868,1246,3375,65,2,69
6,?,?,4,?,1869,1822,?,63,3,79
4,2,10,10,?,1870,1767,?,13,3,181
20,?,?,4,?,1871,2907,?,71,2,60
20,?,?,4,?,1871,2907,?,69,1,63
2,10,18,22,?,1872,2208,3382,70,2,128
6,?,?,4,?,1873,2144,?,69,3,98
20,?,?,4,?,1874,2794,?,64,2,69
20,?,?,10,?,1875,978,?,69,1,78
4,2,10,6,?,1523,2253,?,60,3,214
6,10,29,21,?,12,1645,?,69,2,90
20,?,?,4,?,1876,2404,?,69,1,67
20,?,?,10,?,1877,2404,?,70,3,64
20,?,?,4,?,1877,2404,?,68,2,64
6,10,?,6,?,12,2404,?,57,2,79
6,29,?,21,?,1878,3100,?,70,3,90
4,11,?,4,?,1879,376,?,64,2,133
10,18,?,6,?,65,376,?,65,1,125
20,?,?,4,?,1880,376,?,70,2,90
6,29,?,10,?,1881,2043,?,69,1,80
13,7,?,4,?,1882,675,?,71,3,70
20,?,?,4,?,1882,2256,?,70,3,65
20,?,?,4,?,1882,466,?,64,3,60
20,?,?,4,?,1882,383,?,67,3,62
12,?,?,4,12,1883,245,?,65,1,6
16,1,?,37,?,1736,777,?,64,3,1
1,30,23,32,?,1884,2246,?,69,3,1
7,10,29,6,?,205,2376,3440,64,3,98
2,28,10,6,?,1885,307,?,70,3,96
2,10,?,1,?,1886,947,?,67,2,97
2,28,11,4,?,1887,2112,?,70,1,101
9,22,33,21,?,1888,1205,?,67,3,1
4,10,?,6,?,1889,159,?,69,3,135
13,2,?,4,?,825,643,?,52,2,75
6,?,?,4,?,12,1154,?,69,2,79
7,10,?,19,?,1890,2409,?,68,2,99
2,28,10,64,?,1891,956,?,71,2,101
1,34,22,49,?,1892,1585,?,67,2,1
1,34,22,2,?,1893,1974,?,68,3,1
2,28,35,4,?,1894,1974,?,71,2,90
20,?,?,4,?,1895,578,?,69,3,84
20,?,?,4,?,1896,578,?,69,1,70
7,2,10,6,?,1897,1974,?,67,3,137
7,10,35,6,?,1697,1974,?,49,2,133
4,7,10,6,?,1898,1916,3503,69,1,145
13,7,?,4,?,1899,2097,?,63,1,91
6,?,?,10,?,12,2097,?,69,1,52
7,2,?,4,?,1133,2769,?,61,2,123
12,?,?,4,?,1900,2791,?,69,3,1
12,?,?,4,?,1901,815,?,66,1,2
1,?,30,22,?,1902,382,?,67,1,1
7,2,28,4,?,1903,1789,?,57,3,107
4,11,?,4,30,1904,2123,?,67,1,128
2,10,?,27,?,1905,2617,?,59,2,104
7,35,?,26,4,1906,2081,?,57,2,94
2,10,29,24,?,1907,3028,?,70,1,96
1,30,23,32,?,1286,2217,?,65,3,1
5,1,22,35,?,1908,1285,?,70,2,1
1,22,?,10,?,1909,1152,3502,64,3,1
4,7,10,23,?,1910,2199,?,44,2,95
6,29,?,4,?,1911,2027,?,63,1,106
29,?,?,4,?,1912,441,3471,68,3,90
12,?,?,12,?,1913,2600,3392,64,3,2
12,?,?,12,?,1914,1215,?,68,3,1
16,5,1,37,?,1915,3063,?,64,3,1
1,23,22,32,?,1916,1439,?,65,1,1
1,23,33,32,?,1917,725,?,61,1,1
7,10,?,5,?,1918,725,?,68,1,100
4,2,?,21,26,1778,1788,?,54,2,138
5,1,26,5,?,1919,592,?,65,3,1
2,10,?,6,?,1523,1938,?,69,2,139
2,10,35,6,?,1920,1147,?,67,3,132
7,2,10,6,?,1921,3210,?,71,1,133
4,2,10,6,?,181,2362,?,33,2,173
2,10,?,10,?,995,1677,?,69,1,105
4,2,10,6,?,1922,607,?,68,1,148
16,1,25,10,?,1923,406,?,71,2,1
7,2,10,6,?,386,2299,?,46,3,151
2,10,35,6,?,813,1314,?,71,3,171
2,10,35,6,?,1924,1925,3275,68,1,120
10,29,18,6,?,1925,1377,?,64,3,122
13,2,?,4,19,1926,2073,?,66,3,85
2,10,17,6,?,1927,2545,?,65,3,120
2,10,29,6,?,1928,2964,?,62,1,113
16,1,?,37,?,1929,1443,3477,71,2,2
1,22,?,37,?,1930,859,?,71,2,2
7,10,29,6,?,1931,763,?,64,2,154
18,?,?,21,?,1932,86,3449,68,1,99
2,28,10,6,?,1933,1826,?,69,3,41
2,10,?,18,?,1934,570,3497,68,2,107
2,10,29,6,?,813,823,?,61,3,128
7,2,10,6,?,1935,2331,?,69,3,104
3,10,18,6,?,1936,1699,?,69,1,110
1,23,?,37,?,1937,2527,?,69,3,1
7,10,?,5,?,1938,3019,?,67,2,101
2,?,10,1,?,1939,568,?,71,2,110
20,?,?,10,?,1940,1509,?,68,1,65
2,10,18,6,?,1941,1531,?,62,2,135
10,29,35,6,?,1928,1904,3364,60,1,137
20,?,?,10,?,1942,2431,?,68,1,65
7,35,?,4,?,1943,169,?,53,2,118
7,?,?,30,?,985,227,?,64,1,86
23,?,?,30,?,985,2279,?,59,3,6
7,2,28,6,?,498,2403,?,34,3,140
20,?,?,4,?,1944,576,?,71,2,66
20,?,?,21,?,1944,217,?,69,2,64
20,?,?,4,?,1945,168,?,68,1,71
20,?,?,4,?,1946,664,?,59,2,89
20,?,?,4,?,1946,968,?,70,1,60
20,?,?,4,?,1946,973,?,64,1,61
20,?,?,4,?,1946,1560,?,58,2,85
20,?,?,4,?,1946,748,?,58,3,45
7,2,10,6,?,1066,1096,?,67,1,132
20,?,?,10,?,1947,1493,?,70,1,53
2,10,?,6,?,1948,434,?,69,1,116
7,2,10,6,?,1528,2494,?,57,2,133
12,?,?,30,?,1949,3206,?,69,3,3
6,29,?,4,?,1950,2120,?,67,2,82
15,?,?,4,?,321,728,?,42,3,1
15,?,?,4,?,12,2262,?,66,3,1
15,?,?,4,?,1951,986,?,48,1,1
20,?,?,4,?,1952,699,?,71,1,62
16,1,?,4,37,1953,2915,?,71,3,2
15,?,?,4,?,12,1013,?,71,2,1
20,?,?,4,?,1954,2957,?,71,2,60
20,?,?,4,?,1954,1347,?,63,3,89
20,?,?,4,?,1954,884,?,65,2,75
20,?,?,4,?,1954,1672,?,62,3,67
20,?,?,4,?,1954,81,?,68,1,96
13,7,?,4,?,1954,1195,?,71,1,63
20,?,?,4,?,1955,109,?,70,1,62
20,?,?,4,?,1955,2203,?,53,3,42
6,?,?,4,?,1956,1364,?,69,3,90
5,1,30,29,?,1957,1966,?,69,3,1
4,2,10,6,?,345,1859,?,45,3,170
5,1,23,6,?,1958,2394,?,70,1,1
1,22,?,6,?,1860,1575,?,65,2,1
2,10,17,6,?,1959,464,?,70,2,151
7,10,35,6,?,1960,41,?,66,2,121
4,10,?,6,?,1961,830,?,25,1,132
7,2,10,6,?,164,589,?,58,3,124
5,1,22,6,?,1962,2295,?,63,3,1
24,7,2,6,?,1963,2927,?,32,2,120
7,10,29,6,?,1964,958,?,55,1,157
2,28,10,6,?,1965,382,?,70,2,124
12,?,?,31,?,275,321,3455,69,2,2
4,?,?,4,?,1966,1448,?,69,1,110
4,?,?,4,?,1966,2325,3562,68,1,90
7,28,35,4,?,1967,1118,?,47,2,97
12,23,?,10,?,12,558,?,70,1,1
2,10,17,34,?,1968,2115,?,67,3,108
4,2,10,33,52,5,2598,?,67,1,95
2,10,18,26,?,1969,1935,?,71,1,90
13,7,?,5,?,1970,1232,?,71,1,102
12,?,?,10,?,1971,2802,?,62,3,2
4,?,?,4,37,1972,1812,?,55,3,111
4,?,?,4,?,1972,154,?,56,3,137
4,28,11,21,?,1973,532,?,68,1,100
6,10,?,19,?,1974,1259,?,67,2,53
16,1,?,37,?,1975,2489,?,66,3,1
7,10,35,10,?,1976,1745,3568,71,1,100
4,?,?,4,?,1977,2252,?,68,1,87
4,2,28,4,?,1978,3075,?,63,2,106
2,18,?,4,?,1979,3181,?,66,2,112
2,10,?,6,?,452,1596,?,66,3,107
18,?,?,4,?,1980,1596,?,70,1,87
5,15,?,4,?,1981,194,?,72,3,1
5,15,1,10,?,12,1588,?,71,3,1
9,5,15,21,?,1982,1577,?,69,2,2
4,2,10,65,?,1983,1321,3259,68,2,103
2,28,18,21,?,1984,1495,?,66,2,109
23,?,?,12,?,1985,374,?,71,3,3
2,28,?,4,?,1986,130,1698,67,2,81
2,10,?,9,?,1987,382,3496,70,3,182
7,2,10,31,4,1988,1701,?,70,2,88
1,?,26,22,4,1989,80,?,71,3,1
6,?,?,21,?,12,2374,?,69,2,110
9,15,?,10,?,12,634,?,70,3,1
7,31,17,4,?,1990,3147,?,48,2,114
2,?,?,19,52,1492,1015,?,69,1,87
4,7,?,4,12,1991,1963,?,57,1,98
1,22,?,10,?,1992,286,?,64,3,1
12,23,?,4,?,1993,2796,?,72,3,1
7,10,?,6,?,1994,2267,3535,67,1,132
4,2,10,6,?,1695,1842,?,61,1,101
7,10,29,6,?,813,138,?,60,1,145
2,10,35,12,?,1995,1224,3306,69,2,93
9,5,1,21,4,1996,2470,?,70,2,1
18,?,?,4,?,274,627,?,49,2,116
1,30,22,10,?,1997,1508,?,68,2,1
10,35,?,34,?,1998,143,?,69,3,84
9,1,27,21,?,1999,2496,?,69,1,1
7,3,10,54,?,2000,69,1962,65,1,92
13,7,?,14,?,2001,710,3411,71,3,98
22,?,?,4,?,2002,1328,?,71,2,2
16,1,?,37,?,2003,190,?,67,3,2
6,?,?,4,?,2004,1097,3328,71,1,88
24,6,?,4,?,2005,1405,?,5,1,63
11,18,?,4,21,558,1700,?,61,2,121
1,26,23,32,?,1286,2998,?,57,1,1
1,23,22,32,?,1916,2202,?,64,1,1
7,10,35,5,?,2006,3197,?,67,2,104
7,10,35,5,?,2006,2566,?,68,1,104
7,2,?,12,4,2007,1005,?,70,2,105
7,10,29,6,?,1020,3199,?,58,2,135
6,?,?,21,?,98,872,?,68,3,56
2,28,10,66,?,2008,2895,?,70,3,95
15,1,?,10,?,12,2818,?,66,1,1
16,?,?,37,?,2009,2809,?,62,3,2
21,?,?,37,?,2009,2773,?,63,3,110
12,?,?,4,37,2010,817,?,70,2,2
4,2,10,21,11,2011,577,3433,64,2,96
1,23,?,54,?,2012,1256,?,55,3,7
10,35,?,6,?,2013,342,?,24,3,115
1,?,30,22,?,2014,2707,?,64,2,1
7,10,18,11,27,2015,989,?,66,2,117
